,FisrtPara,FirstSente,ParaLoc,SenteLoc,SenteLen,ThematicWords,ProperNouns,StatRatio,Included
34527,0,0,0.7775382886072444,0.07618363955170114,1,0.0,0.0,0.0,1
34528,1,1,0.5235987755982988,3.141592653589793,17,1.8691588785046729,3.669724770642202,0.0,0
34529,0,1,0.28290162580549555,0.7853981633974483,19,0.9433962264150944,0.0,5.607476635514018,0
34530,0,0,0.28290162580549555,0.4243524387082433,17,1.0,1.9801980198019802,2.9702970297029703,0
34531,0,0,0.28290162580549555,0.32684096112778377,29,2.0833333333333335,0.0,0.0,1
34532,0,0,0.28290162580549555,0.7775382886072444,25,1.7964071856287425,0.0,0.0,0
34533,0,1,0.21789397408518918,1.0471975511965976,26,1.2121212121212122,5.9880239520958085,0.0,0
34534,0,0,0.21789397408518918,0.5658032516109911,17,0.0,2.1739130434782608,0.0,0
34535,0,0,0.21789397408518918,0.43578794817037836,23,1.4598540145985401,0.0,0.0,0
34536,0,0,0.21789397408518918,1.0367177181429925,1,0.0,0.0,0.0,0
34537,0,1,0.5183588590714963,0.6283185307179586,29,2.5974025974025974,0.0,0.0,1
34538,0,0,0.5183588590714963,0.3394819509665946,27,1.935483870967742,1.2658227848101267,0.0,1
34539,0,0,0.5183588590714963,0.26147276890222704,37,1.3636363636363635,2.690582959641256,0.0,1
34540,0,0,0.5183588590714963,0.6220306308857955,38,1.5384615384615385,0.0,0.0,0
34541,0,0,0.5183588590714963,0.41069639947419107,24,2.5641025641025643,0.0,5.0,0
34542,0,0,0.5183588590714963,0.1782302075904994,24,0.7518796992481203,0.0,0.0,0
34543,0,1,0.34224699956182586,0.6283185307179586,20,2.830188679245283,0.0,2.7522935779816518,1
34544,0,0,0.34224699956182586,0.3394819509665946,21,1.7699115044247788,5.217391304347826,0.0,0
34545,0,0,0.34224699956182586,0.26147276890222704,26,0.0,0.0,0.0,0
34546,0,0,0.34224699956182586,0.6220306308857955,17,2.380952380952381,0.0,0.0,1
34547,0,0,0.34224699956182586,0.41069639947419107,16,1.075268817204301,6.382978723404255,0.0,0
34548,0,1,0.14852517299208282,0.39269908169872414,16,0.0,0.0,0.0,0
34549,0,0,0.14852517299208282,0.21217621935412165,11,2.0833333333333335,0.0,0.0,0
34550,0,0,0.14852517299208282,0.16342048056389188,32,1.0810810810810811,2.13903743315508,3.2085561497326203,0
34551,0,0,0.14852517299208282,0.3887691443036222,29,1.183431952662722,3.508771929824561,3.508771929824561,1
34552,0,0,0.14852517299208282,0.2566852496713694,27,2.9940119760479043,4.651162790697675,0.0,1
34553,0,0,0.14852517299208282,0.11139387974406212,17,5.769230769230769,1.8181818181818181,0.0,1
34554,0,0,0.14852517299208282,0.37705798984199945,24,2.127659574468085,0.0,0.0,1
34555,0,0,0.14852517299208282,0.29605672297121366,16,2.2988505747126435,4.49438202247191,0.0,1
34556,0,0,0.14852517299208282,0.05713772966377585,31,1.6853932584269662,0.0,1.6574585635359116,0
34557,1,1,0.7853981633974483,3.141592653589793,15,2.2222222222222223,0.0,3.260869565217391,1
34558,0,1,0.4243524387082433,1.0471975511965976,25,2.127659574468085,8.333333333333332,0.0,1
34559,0,0,0.4243524387082433,0.5658032516109911,12,2.898550724637681,0.0,0.0,0
34560,0,0,0.4243524387082433,0.43578794817037836,21,0.0,0.0,2.4193548387096775,0
34561,0,1,0.32684096112778377,1.0471975511965976,31,1.0256410256410255,4.060913705583756,0.0,1
34562,0,0,0.32684096112778377,0.5658032516109911,17,0.0,7.339449541284404,0.0,0
34563,0,0,0.32684096112778377,0.43578794817037836,23,0.0,4.081632653061225,2.0408163265306123,0
34564,0,1,0.7775382886072444,0.4487989505128276,33,0.0,5.911330049261084,1.477832512315271,1
34565,0,0,0.7775382886072444,0.2424871078332819,21,0.0,1.7543859649122806,5.263157894736842,0
34566,0,0,0.7775382886072444,0.18676626350159073,19,0.9523809523809523,0.0,2.830188679245283,0
34567,0,0,0.7775382886072444,0.44430759348985394,27,0.7299270072992701,2.898550724637681,2.1739130434782608,0
34568,0,0,0.7775382886072444,0.2933545710529936,16,0.0,2.197802197802198,0.0,1
34569,0,0,0.7775382886072444,0.127307291136071,26,1.3333333333333333,0.0,1.9736842105263157,1
34570,0,0,0.7775382886072444,0.4309234169622851,37,1.0526315789473684,0.0,1.5625,0
34571,0,0,0.7775382886072444,0.3383505405385299,1,0.0,0.0,0.0,0
34572,1,1,0.7853981633974483,3.141592653589793,19,2.8846153846153846,5.607476635514018,0.0,1
34573,0,1,0.4243524387082433,0.39269908169872414,12,1.3333333333333333,0.0,0.0,0
34574,0,0,0.4243524387082433,0.21217621935412165,32,1.639344262295082,0.0,0.0,1
34575,0,0,0.4243524387082433,0.16342048056389188,25,1.1363636363636365,7.865168539325842,0.0,1
34576,0,0,0.4243524387082433,0.3887691443036222,14,2.5974025974025974,2.5316455696202533,0.0,1
34577,0,0,0.4243524387082433,0.2566852496713694,10,1.8518518518518519,0.0,0.0,0
34578,0,0,0.4243524387082433,0.11139387974406212,7,0.0,0.0,0.0,0
34579,0,0,0.4243524387082433,0.37705798984199945,25,2.8776978417266186,1.3986013986013985,0.0,0
34580,0,0,0.4243524387082433,0.29605672297121366,24,0.6896551724137931,0.0,0.0,0
34581,0,0,0.4243524387082433,0.05713772966377585,8,0.0,0.0,0.0,0
34582,0,0,0.4243524387082433,0.3578000171500307,1,0.0,0.0,0.0,0
34583,0,1,0.32684096112778377,1.0471975511965976,15,0.0,0.0,0.0,0
34584,0,0,0.32684096112778377,0.5658032516109911,13,3.3333333333333335,6.451612903225806,0.0,1
34585,0,0,0.32684096112778377,0.43578794817037836,33,0.5434782608695652,0.0,0.0,1
34586,0,0,0.32684096112778377,1.0367177181429925,1,0.0,0.0,0.0,0
34587,0,1,0.7775382886072444,0.3141592653589793,24,0.7407407407407407,1.4705882352941175,0.0,0
34588,0,0,0.7775382886072444,0.1697409754832973,11,1.2345679012345678,0.0,0.0,0
34589,0,0,0.7775382886072444,0.13073638445111352,10,0.0,0.0,0.0,0
34590,0,0,0.7775382886072444,0.31101531544289773,18,0.0,2.0,0.0,0
34591,0,0,0.7775382886072444,0.20534819973709553,13,2.4096385542168677,4.705882352941177,0.0,0
34592,0,0,0.7775382886072444,0.0891151037952497,26,0.625,1.2422360248447204,0.0,0
